ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor
6134;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6135;bignonoides;Catalpa;2004;2000;non;passages fréquents ou arrêts;vigoureux
6136;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
6137;robusta;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6138;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6139;negundo;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6140;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6141;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6142;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6143;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6144;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;N/A
6145;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6146;cordata;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6147;glutinosa;Alnus;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux
6148;styraciflua;Liquidambar;2014;2010;oui;passages fréquents ou arrêts;vigoureux
6149;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6150;bignonoides;Catalpa;2006;2005;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
6151;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6152;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents ou arrêts;vigoureux
6153;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6154;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6155;pensylvanica;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6156;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6157;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6158;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6159;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
6160;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6161;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6162;aria;Sorbus;2015;2015;oui;passages fréquents ou arrêts;vigoureux
6163;falcata;Quercus;2013;2010;non;passages fréquents ou arrêts;vigoureux
6164;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6165;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6166;paniculata;Koelreuteria;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6167;nigra;Pinus;2009;2005;oui;passages fréquents ou arrêts;vigoureux
6168;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6169;purpurea;Betula;2008;2005;non;passages fréquents et arrêts fréquents;vigoureux
6170;cordata;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6171;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6172;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6173;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6174;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6175;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6176;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6177;robur;Quercus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
6178;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6179;N/A;Fraxinus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux
6180;robusta;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6181;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6182;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
6183;N/A;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6184;americana;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6185;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6186;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6187;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6188;N/A;Alnus;2006;2005;non;passages fréquents ou arrêts;vigoureux
6189;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6190;N/A;Acer;2004;2000;oui;passages fréquents ou arrêts;vigoureux
6191;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6192;decurens;Libocedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6193;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6194;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6195;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6196;carpinifolia;Ostrya;2014;2010;oui;passages fréquents ou arrêts;vigoureux
6197;nigra;Pinus;2008;2005;oui;passages fréquents ou arrêts;vigoureux
6198;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6199;robusta;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6200;willosa;Photinia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6201;grandiflora;Magnolia;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux
6202;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6203;N/A;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6204;platyphyllos;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6205;alba;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6206;calleryana;Pyrus;2004;2000;oui;passages fréquents ou arrêts;vigoureux
6207;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6208;acerifolia;Platanus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6209;hippocastanum;Aesculus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6210;lutea;Cladastris;2014;2010;oui;passages fréquents ou arrêts;vigoureux
6211;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6212;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6213;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6214;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6215;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6216;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6217;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6218;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6219;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6220;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6221;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6222;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6223;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6224;pseudoacacia;Robinia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6225;cordata;Alnus;2012;2010;oui;passages fréquents et arrêts fréquents;vigoureux
6226;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6227;cappadocicum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6228;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6229;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
6230;suber;Quercus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
6231;cappadocicum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6232;campestris;Acer;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux
6233;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6234;dioicus;Gymnocladus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
6235;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vieillissement dépérissement
6236;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
6237;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6238;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6239;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6240;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6241;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6242;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6243;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
6244;cordata;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6245;betulus;Carpinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6246;cerris;Quercus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux
6247;decurens;Libocedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6248;excelsior;Fraxinus;2014;2010;non;passages fréquents ou arrêts;vigoureux
6249;tulipifera;Liriodendron;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
6250;oxycarpa;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6251;sylvatica;Fagus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6252;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6253;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6254;danielli;Tetradium;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6255;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
6256;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6257;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6258;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
6259;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6260;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6261;sempervirens;Cupressus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6262;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux
6263;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
6264;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6265;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6266;retusus;Chionanthus;2013;2010;oui;passages fréquents ou arrêts;vigoureux
6267;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6268;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6269;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6270;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6271;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6272;alba;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6273;australis;Celtis;2014;2010;oui;passages fréquents ou arrêts;vigoureux
6274;sempervirens;Cupressus;2007;2005;non;passages fréquents et arrêts fréquents;vigoureux
6275;cerris;Quercus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux
6276;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6277;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6278;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6279;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6280;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6281;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6282;N/A;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6283;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6284;N/A;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6285;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6286;verrucosa;Betula;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux
6287;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6288;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6289;tremula;Populus;2012;2010;oui;passages fréquents ou arrêts;vigoureux
6290;N/A;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6291;saccharinum wieri;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6292;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6293;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6294;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6295;sylvatica;Fagus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6296;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6297;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6298;pseudoacacia;Robinia;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
6299;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6300;paniculata;Koelreuteria;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
6301;petraea;Quercus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux
6302;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
6303;orientalis;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6304;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6305;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6306;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6307;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6308;N/A;Alnus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6309;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6310;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6311;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6312;nigra;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6313;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
6314;angustifolia;Fraxinus;2014;2010;non;passages fréquents ou arrêts;vigoureux
6315;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6316;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
6317;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6318;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6319;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6320;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
6321;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
6322;N/A;Crataegus;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux
6323;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
