ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor;stumpDiameter;stumpDiameterGroup
3804;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
3805;palustris;Quercus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3806;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3807;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
3808;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3809;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3810;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3811;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;90 à 100 cm;0
3812;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3813;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
3814;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;80 à 90 cm;0
3815;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
3816;australis;Celtis;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
3817;communis;Pyrus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3818;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3819;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3820;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3821;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3822;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3823;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3824;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3825;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3826;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3827;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3828;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3829;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3830;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3831;decurens;Libocedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3832;lamarcki;Amélanchier;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3833;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
3834;nigra;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux;50 à 60 cm;0
3835;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
3836;acerifolia;Platanus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3837;tulipifera;Liriodendron;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3838;persica;Parrotia;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3839;sylvestris;Pinus;2008;2005;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
3840;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3841;excelsior;Fraxinus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3842;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
3843;glabra;Ulmus;2012;2010;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3844;platanoides;Acer;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3845;Unknown;Fraxinus;2005;2005;non;passages fréquents ou arrêts;vigoureux;0 à 10 cm;0
3846;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3847;fragmantissima;Lonicera;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3848;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3849;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3850;cordata;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3851;sylvatica;Fagus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3852;styraciflua;Liquidambar;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3853;tomentosa;Tilia;2004;2000;non;quelques passages;vigoureux;20 à 30 cm;0
3854;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;100 à 110 cm;0
3855;griseum;Acer;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3856;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3857;montana;Ulmus;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
3858;atlantica;Cedrus;2004;2000;non;passages fréquents ou arrêts;vigoureux;60 à 70 cm;0
3859;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3860;siliquastrum;Cercis;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
3861;freemani;Acer;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3862;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3863;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3864;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3865;siliquastrum;Cercis;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3866;Unknown;Fraxinus;2005;2005;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
3867;platyphyllos;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3868;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3869;Unknown;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3870;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
3871;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3872;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3873;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3874;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;60 à 70 cm;0
3875;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3876;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3877;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3878;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3879;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3880;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3881;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3882;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
3883;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
3884;pungens;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3885;Unknown;Fraxinus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3886;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3887;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
3888;lutea;Cladastris;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3889;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;100 à 110 cm;0
3890;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
3891;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
3892;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3893;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3894;distychum;Taxodium;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3895;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;50 à 60 cm;0
3896;ceracifera;Prunus;2009;2005;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;0 à 10 cm;0
3897;acerifolia;Platanus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3898;aria;Sorbus;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3899;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
3900;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
3901;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3902;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3903;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;80 à 90 cm;0
3904;decurens;Libocedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3905;hippocastanum;Aesculus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
3906;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3907;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3908;serrulata;Prunus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3909;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3910;platanoides;Acer;2013;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3911;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
3912;campestre;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
3913;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
3914;australis;Celtis;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3915;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3916;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3917;sylvestris;Pinus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3918;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3919;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
3920;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3921;calleryana;Pyrus;2015;2015;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3922;aquifolium;Ilex;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3923;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3924;Unknown;Fraxinus;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3925;nigra;Pinus;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3926;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3927;Unknown;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
3928;soulangiana;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
3929;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3930;tremula;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
3931;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3932;platanoides;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3933;tulipifera;Liriodendron;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3934;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3935;acerifolia;Platanus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3936;Unknown;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
3937;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3938;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
3939;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3940;platyphyllos;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3941;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3942;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3943;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
3944;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
3945;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3946;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3947;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3948;jullibrissin;Albizia;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3949;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3950;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3951;siliquastrum;Cercis;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
3952;utilis;Betula;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3953;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;50 à 60 cm;0
3954;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3955;calleryana;Pyrus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3956;tomentosa;Paulownia;2008;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3957;arizonica;Cupressus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
3958;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3959;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3960;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3961;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3962;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vieillissement dépérissement;30 à 40 cm;0
3963;americana;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3964;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3965;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3966;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3967;suber;Quercus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
3968;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;50 à 60 cm;0
3969;Unknown;Pinus;2004;2000;oui;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
3970;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3971;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
3972;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3973;pseudoacacia;Robinia;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;30 à 40 cm;0
3974;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3975;nigra;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux;50 à 60 cm;0
3976;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;20 à 30 cm;0
3977;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
3978;americana;Tilia;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3979;minor;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
3980;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;40 à 50 cm;0
3981;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
3982;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3983;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
3984;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
3985;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
3986;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
3987;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
3988;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
3989;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
